,job_title,salary_usd,experience_level,employment_type,company_location,remote_ratio,required_skills,salary_currency,education_required,years_experience,company_name
9689,Autonomous Systems Engineer,80700,EN,FL,Norway,0,"Linux, MLOps, R, Hadoop, NLP",USD,Associate,1,Autonomous Tech
9690,Autonomous Systems Engineer,91292,SE,CT,Canada,50,"Java, Tableau, PyTorch, MLOps",USD,Bachelor,9,DataVision Ltd
9691,AI Software Engineer,281132,EX,PT,United States,100,"GCP, Mathematics, Deep Learning",USD,Bachelor,17,AI Innovations
9692,AI Consultant,122898,EX,CT,Japan,0,"Linux, Kubernetes, Data Visualization, Computer Vision",USD,PhD,16,Digital Transformation LLC
9693,AI Architect,263467,EX,FT,Switzerland,0,"Scala, GCP, Linux, Python, TensorFlow",USD,Associate,19,TechCorp Inc
9694,Data Engineer,87133,MI,FL,Australia,50,"Spark, Azure, Hadoop, Kubernetes, Statistics",USD,Associate,2,AI Innovations
9695,Research Scientist,100470,SE,FT,South Korea,0,"TensorFlow, NLP, Docker, Java, Linux",USD,PhD,6,Advanced Robotics
9696,Head of AI,354999,EX,FT,Switzerland,50,"GCP, Python, Git",USD,Bachelor,14,TechCorp Inc
9697,Data Analyst,55450,MI,FL,Finland,50,"AWS, Statistics, TensorFlow",USD,Bachelor,3,Algorithmic Solutions
9698,AI Specialist,97184,MI,PT,Norway,100,"Java, MLOps, SQL, PyTorch, Azure",USD,PhD,4,Autonomous Tech
9699,NLP Engineer,108698,EN,CT,Switzerland,100,"Kubernetes, Python, Mathematics, GCP, MLOps",USD,Bachelor,1,Machine Intelligence Group
9700,Robotics Engineer,152016,SE,PT,United Kingdom,100,"Hadoop, Docker, Statistics, Tableau, GCP",GBP,Associate,5,Cloud AI Solutions
9701,Machine Learning Engineer,293641,EX,CT,United Kingdom,0,"Scala, R, Statistics, Kubernetes, GCP",GBP,Master,16,Cognitive Computing
9702,Principal Data Scientist,138726,EX,FT,Japan,100,"Spark, Kubernetes, Hadoop",USD,Master,13,Quantum Computing Inc
9703,Machine Learning Researcher,170313,EX,PT,Israel,100,"Linux, R, GCP",USD,Bachelor,18,Future Systems
9704,Data Analyst,142298,EX,CT,Finland,50,"NLP, Python, TensorFlow",USD,PhD,16,DeepTech Ventures
9705,AI Product Manager,79465,EN,PT,Australia,0,"Java, Computer Vision, Data Visualization",USD,Master,1,Cloud AI Solutions
9706,AI Architect,73927,EN,FT,Singapore,100,"Python, Mathematics, SQL, Statistics",USD,Associate,0,Future Systems
9707,Robotics Engineer,111030,EX,FT,China,50,"Kubernetes, Spark, Python, Azure, Deep Learning",USD,Master,15,Advanced Robotics
9708,Machine Learning Engineer,210098,EX,CT,Sweden,100,"Git, Data Visualization, TensorFlow",USD,Associate,18,Cognitive Computing
9709,Data Analyst,248406,EX,PT,Sweden,50,"Python, Git, TensorFlow, Java, Docker",USD,Associate,19,Neural Networks Co
9710,Machine Learning Researcher,91909,EN,CT,Australia,0,"Statistics, GCP, AWS, Kubernetes, SQL",USD,Associate,1,Machine Intelligence Group
9711,Autonomous Systems Engineer,63102,EN,FL,France,100,"R, Python, Kubernetes, SQL, Docker",EUR,PhD,0,Advanced Robotics
9712,Machine Learning Researcher,100383,MI,CT,Norway,50,"Git, Kubernetes, Scala, GCP",USD,Master,3,Neural Networks Co
9713,Head of AI,272950,EX,PT,United States,100,"Deep Learning, Spark, MLOps, Docker, Java",USD,Associate,17,Autonomous Tech
9714,Data Scientist,41842,EN,PT,Israel,0,"Azure, Deep Learning, Tableau",USD,Associate,0,Machine Intelligence Group
9715,Robotics Engineer,138182,SE,PT,France,50,"Azure, Statistics, Python, TensorFlow",EUR,Master,5,Neural Networks Co
9716,Autonomous Systems Engineer,61049,EN,FL,Germany,0,"PyTorch, Java, SQL, Docker, Kubernetes",EUR,Bachelor,1,DataVision Ltd
9717,Deep Learning Engineer,93499,MI,FT,Singapore,100,"Tableau, PyTorch, TensorFlow, Computer Vision",USD,PhD,4,Predictive Systems
9718,AI Architect,138353,EX,CT,Germany,50,"Mathematics, Tableau, NLP",EUR,Master,16,Neural Networks Co
9719,Data Scientist,126139,SE,PT,Sweden,0,"Git, Mathematics, Docker, Python, Azure",USD,Associate,8,Future Systems
9720,Deep Learning Engineer,52454,MI,FT,China,50,"Scala, Python, GCP, Data Visualization",USD,Associate,2,Neural Networks Co
9721,AI Architect,125181,SE,PT,Norway,100,"Spark, R, Docker, Data Visualization",USD,Bachelor,7,Cognitive Computing
9722,Machine Learning Engineer,287474,EX,PT,United Kingdom,100,"Java, AWS, Deep Learning",GBP,Associate,16,Future Systems
9723,AI Software Engineer,191952,EX,PT,India,0,"Docker, PyTorch, Hadoop",USD,Bachelor,12,Advanced Robotics
9724,Head of AI,277634,EX,FL,Norway,100,"PyTorch, SQL, Mathematics, AWS",USD,PhD,14,Algorithmic Solutions
9725,NLP Engineer,76446,EN,PT,Singapore,50,"Hadoop, Mathematics, Data Visualization",USD,Master,0,Neural Networks Co
9726,Principal Data Scientist,110146,EX,PT,Finland,100,"AWS, Python, Scala, Mathematics",USD,PhD,15,Cloud AI Solutions
9727,AI Specialist,91614,MI,CT,Germany,100,"Java, GCP, R",EUR,PhD,3,Cognitive Computing
9728,Deep Learning Engineer,100117,SE,CT,Australia,100,"Data Visualization, Computer Vision, Spark",USD,Associate,7,DeepTech Ventures
9729,Principal Data Scientist,260041,EX,FT,Denmark,50,"Mathematics, Python, Deep Learning",USD,Associate,15,Digital Transformation LLC
9730,Computer Vision Engineer,200306,EX,FT,Canada,0,"Azure, Computer Vision, Hadoop",USD,PhD,10,Cognitive Computing
9731,Data Scientist,139235,MI,CT,Denmark,100,"NLP, MLOps, Spark, Kubernetes, Scala",USD,Bachelor,4,AI Innovations
9732,AI Specialist,76814,EN,CT,United Kingdom,0,"TensorFlow, Kubernetes, Spark",GBP,Bachelor,0,Future Systems
9733,Data Engineer,161483,EX,FL,Netherlands,0,"Linux, MLOps, Kubernetes, Java, R",EUR,PhD,15,Digital Transformation LLC
9734,AI Consultant,144955,SE,CT,Singapore,100,"Mathematics, Tableau, R",USD,Bachelor,5,TechCorp Inc
9735,NLP Engineer,84782,SE,PT,China,0,"Hadoop, Spark, Kubernetes, Java",USD,Master,7,DataVision Ltd
9736,AI Software Engineer,213387,EX,PT,Canada,50,"AWS, Scala, Java, Docker, Deep Learning",USD,Master,19,Future Systems
9737,Computer Vision Engineer,91469,MI,FT,United Kingdom,50,"Scala, Hadoop, Data Visualization",GBP,PhD,4,AI Innovations
9738,AI Research Scientist,135461,EX,CT,South Korea,0,"Linux, Azure, Tableau",USD,Master,18,Quantum Computing Inc
9739,Deep Learning Engineer,88216,MI,CT,Germany,0,"SQL, Python, Mathematics, GCP, Git",EUR,PhD,2,Digital Transformation LLC
9740,AI Architect,68008,MI,CT,India,50,"Scala, AWS, Mathematics, Hadoop, Data Visualization",USD,Master,4,TechCorp Inc
9741,AI Research Scientist,204398,EX,FT,Netherlands,0,"Scala, Azure, MLOps, Spark, Java",EUR,Associate,18,DeepTech Ventures
9742,AI Specialist,115922,SE,FL,Australia,50,"AWS, Linux, Git, Scala, MLOps",USD,PhD,5,Cloud AI Solutions
9743,Head of AI,126849,EX,FL,South Korea,0,"Python, Hadoop, GCP",USD,Master,18,Autonomous Tech
9744,Data Analyst,89628,SE,CT,Israel,50,"Git, AWS, GCP",USD,Associate,7,Predictive Systems
9745,AI Architect,241944,EX,CT,Switzerland,50,"Data Visualization, GCP, Java, Linux, SQL",USD,PhD,15,Cognitive Computing
9746,Deep Learning Engineer,66737,EN,FT,Canada,50,"SQL, Git, NLP, GCP, Java",USD,Bachelor,0,Predictive Systems
9747,Machine Learning Engineer,49618,MI,PT,Finland,0,"MLOps, Computer Vision, SQL, Statistics, PyTorch",USD,Bachelor,3,Autonomous Tech
9748,Head of AI,105517,EN,FT,Switzerland,0,"Azure, Git, Data Visualization, Mathematics",USD,Master,1,Neural Networks Co
9749,Data Scientist,175391,SE,CT,United States,50,"Azure, Kubernetes, MLOps, GCP, PyTorch",USD,PhD,7,AI Innovations
9750,ML Ops Engineer,98946,MI,FT,Switzerland,50,"SQL, Spark, Hadoop, Tableau",USD,Bachelor,3,DeepTech Ventures
9751,Robotics Engineer,98376,SE,FL,Singapore,100,"Data Visualization, TensorFlow, SQL, AWS, Computer Vision",USD,Master,8,Predictive Systems
9752,Autonomous Systems Engineer,113248,SE,FL,Germany,50,"AWS, SQL, Kubernetes",EUR,PhD,5,AI Innovations
9753,ML Ops Engineer,78436,SE,CT,Austria,50,"Hadoop, SQL, PyTorch, TensorFlow",USD,PhD,8,Algorithmic Solutions
9754,NLP Engineer,35831,EN,FT,India,50,"Tableau, Computer Vision, Kubernetes",USD,Associate,0,Smart Analytics
9755,Data Engineer,34984,EN,FL,India,100,"NLP, Hadoop, Spark, Java",USD,Bachelor,1,Predictive Systems
9756,AI Software Engineer,71416,MI,CT,South Korea,0,"NLP, Spark, SQL",USD,Bachelor,2,AI Innovations
9757,Robotics Engineer,66442,EN,FT,Australia,50,"Kubernetes, Mathematics, Java",USD,PhD,0,Future Systems
9758,AI Architect,68580,MI,FT,Japan,100,"Computer Vision, Spark, Linux",USD,Bachelor,2,Digital Transformation LLC
9759,Deep Learning Engineer,54078,EN,CT,Australia,100,"Python, GCP, R, Kubernetes, AWS",USD,Master,1,Cognitive Computing
9760,AI Product Manager,127930,SE,PT,Australia,0,"Python, TensorFlow, Scala, Docker",USD,Associate,5,Digital Transformation LLC
9761,Data Scientist,107172,MI,PT,Australia,50,"Python, Java, SQL, GCP",USD,Master,3,Smart Analytics
9762,ML Ops Engineer,119315,SE,PT,Denmark,0,"GCP, R, Computer Vision, Statistics",USD,Master,6,Autonomous Tech
9763,Robotics Engineer,105907,MI,FT,United Kingdom,50,"Spark, SQL, Kubernetes",GBP,Associate,2,Autonomous Tech
9764,Machine Learning Engineer,138898,MI,FT,Denmark,0,"PyTorch, Spark, NLP",USD,Associate,4,Digital Transformation LLC
9765,Data Analyst,156217,EX,PT,Japan,0,"Hadoop, Kubernetes, Java",USD,Master,14,Neural Networks Co
9766,Principal Data Scientist,125626,SE,FT,France,50,"Tableau, Computer Vision, PyTorch",EUR,Associate,5,Predictive Systems
9767,AI Software Engineer,53253,EN,FT,Canada,0,"Spark, Java, Data Visualization, Git",USD,Master,1,Advanced Robotics
9768,Autonomous Systems Engineer,159332,SE,CT,Singapore,100,"Hadoop, SQL, Statistics, Computer Vision, Tableau",USD,Associate,9,Algorithmic Solutions
9769,NLP Engineer,52330,EN,CT,Finland,50,"SQL, Kubernetes, Java, PyTorch",USD,Bachelor,1,AI Innovations
9770,Research Scientist,120991,MI,PT,Germany,50,"Deep Learning, PyTorch, MLOps, Hadoop",EUR,PhD,4,Future Systems
9771,AI Research Scientist,143939,EX,CT,India,0,"Python, Mathematics, TensorFlow",USD,Master,12,Neural Networks Co
9772,Computer Vision Engineer,146479,EX,FL,India,100,"Python, Git, Deep Learning, Mathematics, TensorFlow",USD,Associate,11,Cloud AI Solutions
9773,Data Scientist,64902,EN,CT,Sweden,50,"AWS, SQL, Linux",USD,PhD,1,Smart Analytics
9774,Research Scientist,37445,EN,FT,China,0,"PyTorch, Spark, NLP",USD,PhD,0,Predictive Systems
9775,Head of AI,57731,MI,PT,Finland,50,"Kubernetes, MLOps, Mathematics",USD,Associate,3,Smart Analytics
9776,Data Scientist,53855,MI,PT,China,0,"Python, TensorFlow, NLP, Docker",USD,Associate,2,Digital Transformation LLC
9777,AI Product Manager,42123,EN,FL,Israel,0,"Java, Deep Learning, SQL",USD,Master,1,TechCorp Inc
9778,Autonomous Systems Engineer,122693,MI,CT,Switzerland,0,"Java, Docker, Tableau, Spark",USD,Associate,4,Cognitive Computing
9779,AI Software Engineer,166309,EX,CT,Ireland,50,"Python, Kubernetes, Spark",USD,Associate,12,Autonomous Tech
9780,Principal Data Scientist,79383,EN,FT,United States,50,"Hadoop, Data Visualization, SQL, R, Azure",USD,Bachelor,0,Quantum Computing Inc
9781,Computer Vision Engineer,62941,EN,FL,Norway,100,"SQL, Linux, MLOps, Docker",USD,Master,0,Cloud AI Solutions
9782,Principal Data Scientist,102438,EX,FL,Finland,50,"Data Visualization, Computer Vision, Python, TensorFlow",USD,Associate,13,Future Systems
9783,AI Specialist,73118,MI,FL,Australia,50,"Kubernetes, NLP, Java, Data Visualization, Computer Vision",USD,Master,2,AI Innovations
9784,Data Analyst,62036,MI,FL,France,100,"Linux, GCP, Tableau, Hadoop, Docker",EUR,PhD,3,Autonomous Tech
9785,AI Consultant,153620,SE,FL,Norway,50,"Hadoop, Statistics, SQL",USD,Associate,9,Quantum Computing Inc
9786,ML Ops Engineer,137878,SE,PT,United States,50,"TensorFlow, Azure, MLOps",USD,Bachelor,8,Advanced Robotics
9787,Deep Learning Engineer,67465,MI,PT,South Korea,100,"Linux, Scala, Git, SQL, GCP",USD,Bachelor,2,Neural Networks Co
9788,Machine Learning Engineer,115492,MI,FL,Canada,0,"Deep Learning, Python, Spark, Mathematics, TensorFlow",USD,Bachelor,2,Machine Intelligence Group
9789,AI Consultant,212310,SE,CT,Norway,100,"Kubernetes, Hadoop, AWS, MLOps, Azure",USD,PhD,8,Quantum Computing Inc
9790,Head of AI,74514,EN,FL,Germany,100,"Hadoop, Git, SQL, Azure",EUR,Master,0,Autonomous Tech
9791,AI Product Manager,64258,MI,PT,Austria,100,"PyTorch, GCP, Kubernetes, TensorFlow, R",USD,Bachelor,2,Digital Transformation LLC
9792,AI Consultant,270550,EX,FL,Canada,50,"Statistics, Azure, Docker",USD,PhD,14,Autonomous Tech
9793,Data Engineer,118387,SE,PT,Finland,50,"Python, MLOps, Tableau, Data Visualization",USD,Associate,8,Cloud AI Solutions
9794,AI Architect,72440,SE,FT,Ireland,50,"MLOps, Python, Computer Vision",USD,Master,5,Neural Networks Co
9795,Robotics Engineer,55271,EN,PT,Germany,0,"Python, Kubernetes, Hadoop",EUR,Associate,0,Autonomous Tech
9796,Computer Vision Engineer,211691,EX,CT,Sweden,100,"Mathematics, R, Kubernetes",USD,PhD,14,Advanced Robotics
9797,Principal Data Scientist,44641,EN,CT,Austria,50,"Spark, R, Data Visualization, Git, SQL",USD,Master,0,DataVision Ltd
9798,Principal Data Scientist,162188,SE,FT,United Kingdom,50,"Hadoop, Kubernetes, PyTorch, Spark, Scala",GBP,Bachelor,5,AI Innovations
9799,AI Product Manager,63308,EN,FT,United Kingdom,100,"PyTorch, SQL, Deep Learning",GBP,Associate,1,DataVision Ltd
9800,Head of AI,66824,EN,FT,Singapore,50,"Java, GCP, Data Visualization",USD,Master,0,Smart Analytics
9801,Research Scientist,124143,SE,FL,France,0,"PyTorch, Java, Hadoop",EUR,PhD,6,Cognitive Computing
9802,Autonomous Systems Engineer,186512,EX,CT,Sweden,50,"AWS, TensorFlow, Spark, Mathematics",USD,PhD,12,TechCorp Inc
9803,Computer Vision Engineer,91014,SE,CT,Austria,0,"Azure, Docker, GCP, AWS",USD,Associate,5,Cognitive Computing
9804,NLP Engineer,145898,EX,FT,Israel,50,"GCP, Python, Mathematics, AWS, SQL",USD,Bachelor,14,Advanced Robotics
9805,Data Analyst,158629,SE,FL,United States,0,"AWS, Java, Spark, Mathematics, Computer Vision",USD,Master,8,AI Innovations
9806,Deep Learning Engineer,342224,EX,FT,Denmark,50,"Docker, PyTorch, TensorFlow, Linux, Kubernetes",USD,Bachelor,17,Machine Intelligence Group
9807,Robotics Engineer,59283,EN,CT,France,100,"Mathematics, Tableau, GCP, NLP, Deep Learning",EUR,Master,0,Neural Networks Co
9808,Data Analyst,210468,EX,CT,France,0,"Linux, Git, MLOps, Azure",EUR,PhD,17,Digital Transformation LLC
9809,Data Scientist,67100,MI,CT,Austria,100,"Python, Docker, NLP, Deep Learning, Tableau",USD,Master,3,Future Systems
9810,Data Engineer,145569,SE,FL,Denmark,0,"Computer Vision, Git, Hadoop",USD,Associate,9,Cloud AI Solutions
9811,AI Software Engineer,78032,SE,FT,China,50,"Git, Statistics, TensorFlow",USD,PhD,5,Advanced Robotics
9812,AI Consultant,56919,EN,FL,Germany,50,"TensorFlow, Kubernetes, Linux, SQL, Computer Vision",EUR,Associate,1,AI Innovations
9813,Deep Learning Engineer,121034,EX,CT,Ireland,0,"Java, PyTorch, Hadoop, Data Visualization, Kubernetes",USD,Bachelor,11,Cloud AI Solutions
9814,Data Engineer,221057,EX,FL,Singapore,0,"Hadoop, Docker, AWS, SQL, Statistics",USD,Master,13,DeepTech Ventures
9815,Head of AI,361718,EX,PT,Denmark,100,"MLOps, Tableau, Azure, Scala",USD,Bachelor,11,Quantum Computing Inc
9816,Machine Learning Researcher,179329,EX,PT,Australia,100,"Python, TensorFlow, MLOps",USD,Master,15,AI Innovations
9817,ML Ops Engineer,108369,EX,CT,Finland,100,"Data Visualization, Scala, Spark, SQL",USD,Master,16,Neural Networks Co
9818,Data Analyst,148291,SE,FL,Singapore,100,"GCP, Scala, Kubernetes, NLP, Computer Vision",USD,Bachelor,8,DeepTech Ventures
9819,NLP Engineer,185841,EX,PT,Sweden,100,"Azure, Deep Learning, Tableau",USD,Bachelor,17,TechCorp Inc
9820,Data Engineer,154703,SE,FL,Australia,50,"Kubernetes, Azure, Git",USD,Bachelor,8,Future Systems
9821,Robotics Engineer,133372,EX,PT,Japan,50,"SQL, Computer Vision, Tableau",USD,Master,14,Cloud AI Solutions
9822,Machine Learning Engineer,128049,SE,FL,France,100,"Computer Vision, Scala, SQL",EUR,Associate,5,AI Innovations
9823,AI Software Engineer,56207,MI,FL,India,0,"Python, Linux, GCP, TensorFlow, Deep Learning",USD,Associate,3,Future Systems
9824,Robotics Engineer,73486,MI,FL,Singapore,0,"PyTorch, Spark, GCP",USD,Bachelor,3,AI Innovations
9825,Deep Learning Engineer,91220,MI,FT,Canada,50,"GCP, Deep Learning, Hadoop",USD,PhD,4,Autonomous Tech
9826,Head of AI,88005,SE,FL,Israel,50,"Deep Learning, Tableau, Kubernetes, Scala, GCP",USD,PhD,5,AI Innovations
9827,AI Consultant,216089,EX,FT,Singapore,100,"Computer Vision, Python, Mathematics, Linux",USD,Associate,10,Cloud AI Solutions
9828,Deep Learning Engineer,72094,MI,FL,Australia,100,"Git, Hadoop, Data Visualization, R, Computer Vision",USD,PhD,2,DataVision Ltd
9829,AI Research Scientist,186008,EX,PT,Ireland,50,"NLP, Java, Docker, Spark",USD,Associate,19,Neural Networks Co
9830,NLP Engineer,151234,SE,FL,France,0,"Statistics, Data Visualization, Kubernetes",EUR,Associate,5,AI Innovations
9831,AI Product Manager,65562,EN,CT,France,0,"Kubernetes, Python, MLOps, Mathematics, NLP",EUR,Associate,1,Future Systems
9832,Data Analyst,82780,EN,FT,Norway,100,"PyTorch, SQL, MLOps, Statistics",USD,Bachelor,1,Digital Transformation LLC
9833,Head of AI,122754,MI,PT,United Kingdom,50,"Linux, SQL, Python, Scala, Spark",GBP,Bachelor,4,Algorithmic Solutions
9834,AI Software Engineer,132939,SE,FT,United States,0,"Kubernetes, MLOps, Linux",USD,Master,7,AI Innovations
9835,Data Analyst,82065,MI,FL,Australia,0,"Statistics, NLP, R, Git",USD,Bachelor,4,TechCorp Inc
9836,AI Product Manager,55323,EN,FL,Germany,50,"Python, R, Computer Vision",EUR,Master,0,Cognitive Computing
9837,AI Architect,164443,SE,CT,Australia,100,"Kubernetes, Deep Learning, Git, Data Visualization",USD,PhD,7,Autonomous Tech
9838,Data Analyst,104554,SE,PT,Sweden,0,"Python, Data Visualization, TensorFlow, Spark, Docker",USD,Master,6,Advanced Robotics
9839,Principal Data Scientist,96731,MI,FL,United Kingdom,0,"Azure, Docker, Statistics, Hadoop",GBP,Bachelor,2,Quantum Computing Inc
9840,AI Product Manager,135613,SE,FT,Canada,50,"Computer Vision, Python, SQL, MLOps",USD,Bachelor,7,Future Systems
9841,Research Scientist,166976,SE,PT,Norway,50,"Git, AWS, Kubernetes",USD,Master,5,TechCorp Inc
9842,Principal Data Scientist,112382,MI,PT,Netherlands,0,"Kubernetes, Deep Learning, R",EUR,Associate,4,Digital Transformation LLC
9843,AI Product Manager,92787,EN,FL,Switzerland,50,"Hadoop, Python, Data Visualization",USD,Bachelor,1,Autonomous Tech
9844,NLP Engineer,140547,SE,PT,United Kingdom,100,"Git, Python, Spark, SQL",GBP,Associate,9,Advanced Robotics
9845,ML Ops Engineer,163605,SE,FT,Norway,50,"PyTorch, Azure, GCP",USD,PhD,6,Quantum Computing Inc
9846,Data Analyst,193320,EX,PT,Singapore,50,"Tableau, Hadoop, Git",USD,Bachelor,12,DataVision Ltd
9847,Machine Learning Researcher,90412,EX,FT,Japan,0,"Deep Learning, Linux, PyTorch, Spark",USD,Bachelor,15,Cloud AI Solutions
9848,Head of AI,186347,SE,PT,Switzerland,50,"Computer Vision, Spark, Kubernetes, Scala",USD,Bachelor,6,Quantum Computing Inc
9849,Data Scientist,70168,EN,PT,Germany,0,"Mathematics, Java, Python, Data Visualization",EUR,Master,0,Quantum Computing Inc
9850,Research Scientist,40837,EN,FT,Israel,100,"Data Visualization, Git, Tableau",USD,PhD,0,Predictive Systems
9851,Data Scientist,162563,EX,CT,Israel,100,"Python, TensorFlow, Data Visualization, NLP, AWS",USD,PhD,19,Digital Transformation LLC
9852,Principal Data Scientist,48642,MI,CT,South Korea,50,"R, Scala, MLOps",USD,Bachelor,3,DeepTech Ventures
9853,AI Specialist,105596,MI,PT,Sweden,50,"SQL, Tableau, PyTorch",USD,Bachelor,4,AI Innovations
9854,Robotics Engineer,145802,EX,CT,Australia,100,"PyTorch, Tableau, Data Visualization",USD,Master,11,Cloud AI Solutions
9855,AI Product Manager,144054,EX,CT,Japan,0,"AWS, Python, Statistics",USD,Associate,11,DeepTech Ventures
9856,AI Software Engineer,171427,EX,CT,South Korea,100,"Git, Azure, TensorFlow, Java",USD,Bachelor,19,Smart Analytics
9857,AI Specialist,160810,SE,PT,Norway,0,"Linux, Python, Tableau, AWS, Docker",USD,Master,6,AI Innovations
9858,Data Engineer,91813,SE,PT,Australia,0,"PyTorch, Data Visualization, Git, Statistics, TensorFlow",USD,Master,6,DeepTech Ventures
9859,Computer Vision Engineer,314917,EX,CT,United States,50,"SQL, Tableau, Python",USD,Bachelor,19,DeepTech Ventures
9860,Machine Learning Researcher,62654,EN,PT,Ireland,0,"Data Visualization, MLOps, Java, Statistics, AWS",USD,Master,1,Autonomous Tech
9861,AI Software Engineer,228929,EX,FL,Switzerland,0,"Scala, PyTorch, Spark, R",USD,Associate,10,Neural Networks Co
9862,Principal Data Scientist,185701,EX,CT,Canada,50,"GCP, Deep Learning, Computer Vision",USD,Bachelor,10,Future Systems
9863,Autonomous Systems Engineer,69705,MI,FT,Ireland,0,"SQL, PyTorch, Tableau, Git, GCP",USD,Master,3,Predictive Systems
9864,Machine Learning Engineer,52317,EN,FL,Japan,100,"PyTorch, Python, Hadoop, Computer Vision",USD,Associate,0,Future Systems
9865,ML Ops Engineer,138726,EX,FL,Finland,100,"Java, Computer Vision, Tableau",USD,Bachelor,14,TechCorp Inc
9866,Research Scientist,72685,MI,FT,Germany,0,"Mathematics, MLOps, PyTorch",EUR,Master,4,Future Systems
9867,Robotics Engineer,101028,EN,CT,Switzerland,0,"Spark, Hadoop, Mathematics, Git",USD,Master,1,Cognitive Computing
9868,AI Research Scientist,119119,EN,FL,Denmark,0,"Spark, Data Visualization, Kubernetes, Docker, Python",USD,Bachelor,0,TechCorp Inc
9869,Robotics Engineer,68515,EN,CT,United Kingdom,0,"Data Visualization, Linux, Scala",GBP,Bachelor,1,Predictive Systems
9870,Machine Learning Researcher,58091,EN,FL,Sweden,50,"AWS, Python, Deep Learning, Java, Computer Vision",USD,PhD,0,TechCorp Inc
9871,AI Specialist,143043,SE,FL,Australia,0,"Azure, Java, NLP, Git, PyTorch",USD,Associate,8,AI Innovations
9872,AI Software Engineer,197239,EX,FL,Denmark,100,"Linux, Kubernetes, Python, TensorFlow, GCP",USD,PhD,17,AI Innovations
9873,AI Consultant,72292,MI,PT,Finland,0,"Docker, Statistics, MLOps, Linux, Hadoop",USD,PhD,3,DeepTech Ventures
9874,Data Scientist,118322,SE,PT,Netherlands,50,"Hadoop, MLOps, Python, Spark",EUR,PhD,8,Cognitive Computing
9875,Machine Learning Engineer,132972,SE,CT,Germany,100,"GCP, Deep Learning, Hadoop, Azure",EUR,PhD,6,AI Innovations
9876,NLP Engineer,94226,SE,CT,India,100,"Hadoop, SQL, PyTorch, TensorFlow",USD,PhD,6,AI Innovations
9877,Machine Learning Engineer,268138,EX,FL,Germany,50,"Scala, Hadoop, Python",EUR,Bachelor,17,Quantum Computing Inc
9878,AI Research Scientist,60426,MI,FT,Ireland,50,"Spark, Tableau, Scala, PyTorch, Docker",USD,PhD,2,Predictive Systems
9879,NLP Engineer,90876,SE,FL,Israel,50,"Scala, AWS, Docker, GCP",USD,Bachelor,5,TechCorp Inc
9880,AI Software Engineer,66947,MI,FL,Finland,100,"R, Azure, NLP, GCP",USD,Master,3,Cloud AI Solutions
9881,AI Consultant,119349,EX,PT,Israel,50,"Data Visualization, Python, Linux",USD,PhD,15,Future Systems
9882,Principal Data Scientist,147539,SE,PT,Switzerland,0,"Java, Kubernetes, GCP, AWS",USD,PhD,5,Autonomous Tech
9883,AI Specialist,242478,EX,FT,United Kingdom,50,"Spark, Python, Deep Learning",GBP,Master,16,Digital Transformation LLC
9884,AI Product Manager,72071,SE,CT,China,0,"Python, Git, Scala",USD,PhD,5,AI Innovations
9885,Principal Data Scientist,89809,MI,FT,France,50,"Tableau, R, Spark",EUR,Master,3,Quantum Computing Inc
9886,AI Architect,125486,EX,PT,Austria,50,"Statistics, Git, Linux",USD,Master,14,Cognitive Computing
9887,AI Architect,59818,MI,CT,Austria,100,"Linux, Python, R",USD,Master,2,Predictive Systems
9888,AI Consultant,182669,EX,PT,Netherlands,100,"MLOps, Linux, Python, SQL",EUR,Associate,10,Autonomous Tech
9889,Data Scientist,122844,EX,FL,India,50,"Mathematics, Python, TensorFlow, Deep Learning, Kubernetes",USD,Associate,19,Quantum Computing Inc
9890,NLP Engineer,204450,EX,PT,China,100,"Deep Learning, PyTorch, Azure, Scala",USD,PhD,11,Predictive Systems
9891,Machine Learning Researcher,399095,EX,PT,Switzerland,0,"Linux, Python, TensorFlow",USD,Master,10,TechCorp Inc
9892,ML Ops Engineer,86213,MI,FT,France,100,"Mathematics, Python, Tableau, GCP, Azure",EUR,PhD,3,DeepTech Ventures
9893,AI Consultant,65162,MI,FL,France,0,"AWS, Statistics, Docker, Computer Vision, Mathematics",EUR,Master,4,Cloud AI Solutions
9894,NLP Engineer,110479,SE,FT,Singapore,50,"AWS, Git, Computer Vision, TensorFlow",USD,Master,5,Predictive Systems
9895,Head of AI,136038,SE,FL,United Kingdom,50,"Docker, Linux, Computer Vision, Azure",GBP,Bachelor,6,Future Systems
9896,Data Engineer,106817,SE,FT,Japan,100,"Spark, Tableau, TensorFlow",USD,Bachelor,8,Cloud AI Solutions
9897,Machine Learning Engineer,96759,SE,CT,Finland,100,"Git, AWS, Azure, Computer Vision",USD,PhD,6,Cognitive Computing
9898,Data Analyst,41115,EN,FL,Ireland,100,"Deep Learning, Tableau, Docker, Azure, Kubernetes",USD,Associate,1,Neural Networks Co
9899,Machine Learning Researcher,152368,SE,PT,Denmark,100,"NLP, Kubernetes, Python",USD,PhD,5,TechCorp Inc
9900,Research Scientist,101524,SE,FL,Israel,100,"Tableau, MLOps, GCP",USD,PhD,9,Cognitive Computing
9901,Data Scientist,95098,EN,PT,Netherlands,50,"Hadoop, Computer Vision, Linux, AWS",EUR,PhD,0,Quantum Computing Inc
9902,Research Scientist,43549,EN,CT,Japan,100,"R, Deep Learning, NLP",USD,PhD,1,Cloud AI Solutions
